source,detector,type,ShortSeperation,cond,beta,se,tstat,dfe,p,q,power
2,4,hbr,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,-0.567070679688564,1.71985859435948,-0.32971936271293,224,0.741920144751052,0.885398238703402,0.554340933415585
3,4,hbo,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,-4.2498664793251,2.9074333634735,-1.46172446554297,224,0.145218167463943,0.429403992351784,0.329744881213413
3,4,hbo,0,aloc_sentences-dloc_jabwords,-2.8914872176613,1.56706372752805,-1.8451624952244,224,0.0663339168872747,0.272774985330849,0.306228279021476
3,4,hbo,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,-1.46753653480934,2.19234209272954,-0.669392126199708,224,0.503934738620209,0.761963178669732,0.434949218119795
3,4,hbo,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,-4.31543790051327,2.22757636656894,-1.93727944203331,224,0.0539685817021958,0.237897264179545,0.301786238237425
3,4,hbo,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,2.3693874409748,2.1985561513173,1.07770158135609,224,0.282326165628698,0.585780308501429,0.366205103969213
3,4,hbr,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,3.03283694118276,1.41107286799961,2.14931277467068,224,0.0326816624151406,0.189209624508709,0.364956437061463
3,4,hbr,0,aloc_sentences-dloc_jabwords,1.11468284800802,0.785396283683007,1.41926167867878,224,0.157212774240262,0.434699062850589,0.332991313099338
3,4,hbr,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,1.4167964695404,1.10991137164885,1.27649513801778,224,0.203102359595175,0.488213107077614,0.345166804024083
3,4,hbr,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,0.812569226475641,1.07572641511534,0.755367921674133,224,0.450821779466767,0.721314847146827,0.416305766347981
3,4,hbr,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,-3.5917469278333,1.13601195104862,-3.16171579402652,224,0.0017853562173058,0.0274747289218489,0.747180283253446
3,5,hbo,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,5.04760181587019,4.06203421320763,1.24262907472763,224,0.215303790181659,0.501116013232997,0.348378438247036
3,5,hbo,0,aloc_sentences-dloc_jabwords,-6.54953802364289,2.2187915971435,-2.95184912006827,224,0.00349490849424139,0.0420611851525528,0.675890603947992
3,5,hbo,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,-9.3236153744587,3.04441484535395,-3.06253117530529,224,0.00246332055516774,0.033659778543799,0.714540081607801
3,5,hbo,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,-3.77546067282709,3.20933736259946,-1.17639881578828,224,0.240684200054642,0.534853777899203,0.355073399585463
3,5,hbo,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,10.965223604268,3.04735683656179,3.59827358342438,224,0.000394246650004426,0.00963714033344153,0.864450794748558
3,5,hbr,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,-0.601007434997195,1.92103063214748,-0.312856768101267,224,0.754680565822029,0.885398238703402,0.563507663015619
3,5,hbr,0,aloc_sentences-dloc_jabwords,0.862411034405383,1.23300406838853,0.69943892036991,224,0.485003442094823,0.745471436866725,0.428091341705045
3,5,hbr,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,-1.91103736789223,1.75341588901453,-1.08989394921377,224,0.27693093935506,0.577486319034249,0.364747411220947
3,5,hbr,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,3.635859436703,1.74214419628135,2.08700258248647,224,0.0380189997033554,0.202820367804154,0.341838169369964
3,5,hbr,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,1.95499127152893,1.72948306256867,1.13039052757494,224,0.259520599836193,0.555937558490385,0.360077817914932
3,6,hbo,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,10.2463411494664,4.2988696400796,2.38349659499715,224,0.0179837882439493,0.134116386904029,0.45566303822552
3,6,hbo,0,aloc_sentences-dloc_jabwords,-2.43112257821771,2.47918238176548,-0.980614655903795,224,0.327840725127247,0.630018850130078,0.378762110066368
3,6,hbo,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,2.78836995617579,3.48529616709176,0.800038166771488,224,0.424536314651814,0.711786990404194,0.407705305027765
3,6,hbo,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,-7.65061511261121,3.46602034447015,-2.20731973625526,224,0.0283065389309576,0.168309150400288,0.386933875311369
3,6,hbo,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,4.44635230233282,3.42328678274919,1.29885475115293,224,0.19532921109485,0.478027344556213,0.343119197254929
3,6,hbr,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,-1.98875103564349,2.36859791568862,-0.839632181752257,224,0.402009872072041,0.698162464425835,0.400615404732322
3,6,hbr,0,aloc_sentences-dloc_jabwords,-0.359322783526965,1.52376161789596,-0.235812990238673,224,0.813793251003721,0.912951591589473,0.612557031247564
3,6,hbr,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,-4.45434642092104,2.16339765239792,-2.05895870136673,224,0.0406548163368791,0.210448461037962,0.331618974678777
3,6,hbr,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,3.73570085386711,2.15962271184023,1.72979327981039,224,0.0850446836664508,0.324173954427631,0.312367416982322
3,6,hbr,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,7.21589209019331,2.16718709839366,3.32961196361024,224,0.00101682793516544,0.0194523604988172,0.797586174606669
4,3,hbo,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,-7.20421486326237,2.54224716100398,-2.83379797754098,224,0.00501984248544918,0.052588826038039,0.63246279883902
4,3,hbo,0,aloc_sentences-dloc_jabwords,2.01370804026229,0.999887166691951,2.01393527924204,224,0.0452122810149987,0.221037818295549,0.315475802467441
4,3,hbo,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,-0.0795184079124334,1.40216847421571,-0.0567110225159721,224,0.954825946967137,0.981662117550197,0.819261499007774
4,3,hbo,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,4.10693448843701,1.54504488985972,2.65813279302835,224,0.0084239553288683,0.0772195905146261,0.564722910517549
4,3,hbo,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,-0.441312578657447,1.44921419354493,-0.304518531921047,224,0.761015599332253,0.885838263772993,0.568223192303462
4,3,hbr,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,-0.935751406025144,1.13636277973799,-0.823461858052849,224,0.411121243214183,0.706614636774378,0.403453860954604
4,3,hbr,0,aloc_sentences-dloc_jabwords,1.44249244374581,0.600365660167953,2.40268979298761,224,0.0170900653701216,0.129648771773336,0.463271502310582
4,3,hbr,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,1.6679763208464,0.860536762149978,1.93829757682764,224,0.053843551037978,0.237897264179545,0.301739216901692
4,3,hbr,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,1.21700856664521,0.859278174613565,1.41631499856554,224,0.158072386491123,0.434699062850589,0.333222480651216
4,3,hbr,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,-3.69263764839667,0.890119171887811,-4.14847558059572,224,4.75336828043016e-05,0.00160883234106867,0.950177319493297
4,4,hbo,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,-1.32892611608423,2.44498762980349,-0.543530813769816,224,0.587304891638296,0.799945560828628,0.468617742643511
4,4,hbo,0,aloc_sentences-dloc_jabwords,0.69707201012071,1.26787530880921,0.549795398078538,224,0.583007465086458,0.799945560828628,0.466721714085895
4,4,hbo,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,3.61422468960149,1.78159750419397,2.02864265418729,224,0.0436780441765034,0.217374933395316,0.320712194733873
4,4,hbo,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,-2.22008066936007,1.80965366002452,-1.22679865125683,224,0.221186181760182,0.501659381311752,0.349927301303198
4,4,hbo,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,1.93977238875846,1.81997510733365,1.06582358238972,224,0.287650852947073,0.585780308501429,0.367649295946139
4,4,hbr,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,-0.375302184521924,1.12374920996606,-0.333973257728261,224,0.738712189501926,0.885398238703402,0.552102770750394
4,4,hbr,0,aloc_sentences-dloc_jabwords,-0.632583771691355,0.695954596115753,-0.908944024828513,224,0.364356589649985,0.65616498381423,0.389265834575706
4,4,hbr,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,-0.625792399768485,0.983663645881709,-0.636185348913199,224,0.525305120024102,0.775178755247134,0.443007592252029
4,4,hbr,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,-0.639375143614225,0.991915219910393,-0.644586483582725,224,0.519854750074479,0.775178755247134,0.440918704490825
4,4,hbr,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,-0.547944918272079,0.990199893236191,-0.553367983590944,224,0.580563345040557,0.799945560828628,0.465652113281647
4,7,hbo,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,-4.28478652119126,3.27963436618148,-1.30648299254776,224,0.192728193621489,0.478027344556213,0.342433385315897
4,7,hbo,0,aloc_sentences-dloc_jabwords,-0.681489445912024,1.5921118103252,-0.428041197541788,224,0.669032384270628,0.851549775421149,0.509016262416162
4,7,hbo,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,-5.98810446238037,2.20869889653661,-2.7111456757506,224,0.00722481902332628,0.069106964570947,0.585467676346434
4,7,hbo,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,4.62512557055632,2.22427769414444,2.07938315558902,224,0.0387202520353386,0.202820367804154,0.339049689045041
4,7,hbo,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,0.132266741459546,2.33558345036615,0.0566311349049895,224,0.954889514344283,0.981662117550197,0.819417719141652
4,7,hbr,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,2.8709359057189,1.81611407881421,1.58081253771978,224,0.115331883050185,0.370408967460447,0.321415294763419
4,7,hbr,0,aloc_sentences-dloc_jabwords,0.945483226294573,1.02677200911883,0.920830737396109,224,0.358129441256164,0.653620818414793,0.387442534939027
4,7,hbr,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,3.82241714244112,1.46477565195363,2.60955808307096,224,0.00967697724396777,0.0868953058642003,0.545554606333588
4,7,hbr,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,-1.93145068985197,1.44744594217603,-1.33438537051567,224,0.183432472856062,0.47108212111716,0.339978251893815
4,7,hbr,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,-3.47607096139084,1.5238849019428,-2.28105873150866,224,0.023484994493788,0.154229814586071,0.415398625469106
5,5,hbo,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,-1.11790164272731,4.91873095472976,-0.227274403299566,224,0.820417669105053,0.916202473112242,0.618872772667374
5,5,hbo,0,aloc_sentences-dloc_jabwords,-1.20345290412748,2.45867706924176,-0.489471724116505,224,0.62498674251466,0.829575222860161,0.486146521479962
5,5,hbo,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,-2.32404043250899,3.43740705215186,-0.676102770852847,224,0.499672855559907,0.758124332573653,0.433390801753996
5,5,hbo,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,-0.0828653757459707,3.42502919620286,-0.0241940640499763,224,0.980719351873908,0.994703087518366,0.895892521478648
5,5,hbo,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,11.2583378403646,3.56569828927775,3.1574005782315,224,0.00181083440621277,0.0274747289218489,0.745802491207119
5,5,hbr,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,-2.18880522050563,1.77472518515876,-1.23332065088705,224,0.218748789412806,0.501116013232997,0.349285411096733
5,5,hbr,0,aloc_sentences-dloc_jabwords,-0.157508743311422,1.00656025148,-0.156482180852888,224,0.875793905081358,0.943062293014524,0.68076761372875
5,5,hbr,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,0.664617481526727,1.39686757383759,0.47579133052737,224,0.634686729376791,0.831247887606844,0.490944721647918
5,5,hbr,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,-0.979634968149572,1.41712238235372,-0.691284662742027,224,0.490102469264959,0.748767661377021,0.429913880091797
5,5,hbr,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,2.1278361174349,1.4280333338965,1.49004653247759,224,0.137618709085506,0.423972551248278,0.327664240133249
5,6,hbo,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,3.28440762593612,4.40199862614093,0.746117367332175,224,0.456378814580297,0.721715512418059,0.418173204492183
5,6,hbo,0,aloc_sentences-dloc_jabwords,1.23795139326056,2.53907981453005,0.487559070091576,224,0.62633902209051,0.829575222860161,0.486807950614927
5,6,hbo,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,5.43612709180927,3.53612457424289,1.53731209907196,224,0.125628225651639,0.392031342459015,0.324333584846467
5,6,hbo,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,-2.96022430528814,3.4924155830046,-0.847615134834956,224,0.397557095663446,0.696912837019587,0.399242042419752
5,6,hbo,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,7.13813218587255,3.64530896863335,1.95816932043176,224,0.0514515554969748,0.235819629361134,0.300830105976149
5,6,hbr,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,-3.48232675977214,1.97697796721595,-1.76143933696746,224,0.0795283318503989,0.309667840833412,0.310614445900404
5,6,hbr,0,aloc_sentences-dloc_jabwords,2.73541080951643,1.18990143659911,2.29885495166271,224,0.0224349514638202,0.151867363755091,0.422342061952581
5,6,hbr,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,-0.562139086172433,1.67992012011837,-0.334622509392187,224,0.738222975520778,0.885398238703402,0.551763709760612
5,6,hbr,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,6.03296070520529,1.67075064961759,3.61092824149801,224,0.000376510349867298,0.00963714033344153,0.867172556192132
5,6,hbr,0,aloc_sentences-bloc_words-cloc_jabsent+dloc_jabwords,4.24077443196808,1.693074035008,2.50477790355342,224,0.0129648993424076,0.105639920567766,0.503900473542192
6,4,hbo,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,1.46364637358178,3.07700301719488,0.475672713157134,224,0.634771114172499,0.831247887606844,0.490987019262322
6,4,hbo,0,aloc_sentences-dloc_jabwords,-2.60498882787217,1.59134395213381,-1.63697409625316,224,0.103039984408891,0.356988922361512,0.317840903212446
