source,detector,type,ShortSeperation,cond,beta,se,tstat,dfe,p,q,power,Contrast
14,11,hbo,0,aloc_sentences-dloc_jabwords,-1.01119521258115,2.18765599116458,-0.46222770703672295,156,0.644562046424742,0.9049052500542809,0.495870343299675,Federonko Contrast (Sent v. Wordlist)
14,11,hbo,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,-1.6782093697962799,3.1374572672597303,-0.534894733805262,156,0.5934842498887359,0.870747899868644,0.47129049999392897,Syntactic (Sentence v. Non Sentence)
14,11,hbo,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,-0.344181055366029,3.05579781449972,-0.112632142654496,156,0.910467006171788,0.965037583828772,0.7314053556591341,Semantic (Words v. Non Words)
14,11,hbr,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,1.7700076257661,2.40715289801258,0.735311673482593,156,0.463253734963527,0.7994752048323579,0.420465968569968,Localizer v. Not (Baseline)
14,11,hbr,0,aloc_sentences-dloc_jabwords,0.871956453960308,1.3536070815043202,0.644172497229602,156,0.520409591068344,0.813291267902157,0.44106176285426507,Federonko Contrast (Sent v. Wordlist)
14,11,hbr,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,0.278060197292995,1.9131850210182602,0.145338895213073,156,0.8846309239897969,0.9640092244581809,0.692718096146504,Syntactic (Sentence v. Non Sentence)
14,11,hbr,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,1.4658527106276202,1.91290819084472,0.7662953808464371,156,0.44465856261412895,0.797518881793356,0.4142225154236311,Semantic (Words v. Non Words)
14,13,hbo,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,4.994133283777151,3.1779009267791003,1.57151950260415,156,0.11808805966666801,0.46679515350588896,0.322480863798354,Localizer v. Not (Baseline)
14,13,hbo,0,aloc_sentences-dloc_jabwords,-1.63206052257321,1.89656391102915,-0.8605354731692609,156,0.39081455988025604,0.78580068887429,0.39717913503640295,Federonko Contrast (Sent v. Wordlist)
14,13,hbo,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,2.62330245275207,2.70104490046907,0.9712176396240191,156,0.332943376236606,0.747211047498623,0.38024580560133003,Syntactic (Sentence v. Non Sentence)
14,13,hbo,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,-5.8874234978985,2.64123452079044,-2.22904231016054,156,0.0272400095597344,0.208014618456154,0.39386546701787106,Semantic (Words v. Non Words)
14,13,hbr,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,2.2346481846599,1.58370337840594,1.4110269733143797,156,0.16022781408087,0.538365455311723,0.33401750064701097,Localizer v. Not (Baseline)
14,13,hbr,0,aloc_sentences-dloc_jabwords,-0.4664103969001289,1.02750659334157,-0.453924480799009,156,0.650514059643152,0.9049052500542809,0.4989621482183279,Federonko Contrast (Sent v. Wordlist)
14,13,hbr,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,0.390016602819194,1.4820457537396399,0.263160973158262,156,0.7927737660670191,0.953610095385023,0.5937060172025072,Syntactic (Sentence v. Non Sentence)
14,13,hbr,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,-1.32283739661945,1.46949459745045,-0.9001988839663309,156,0.369401960821262,0.7795050376858109,0.390768296105286,Semantic (Words v. Non Words)
14,14,hbo,0,aloc_sentences+bloc_words+cloc_jabsent+dloc_jabwords,-6.01860161549822,3.89656344732036,-1.544592227707,156,0.12447110995082099,0.47606599812336,0.324276585999823,Localizer v. Not (Baseline)
14,14,hbo,0,aloc_sentences-dloc_jabwords,0.46435715177118503,2.0172807080544497,0.23018965576636502,156,0.818245973459472,0.9540865052711821,0.6168066930217869,Federonko Contrast (Sent v. Wordlist)
14,14,hbo,0,aloc_sentences-bloc_words+cloc_jabsent-dloc_jabwords,1.70610061808404,2.90712088284842,0.5868695134591,156,0.558139688117411,0.8447519603939191,0.456040778625354,Syntactic (Sentence v. Non Sentence)
14,14,hbo,0,aloc_sentences+bloc_words-cloc_jabsent-dloc_jabwords,-0.777386314541673,2.8708034641664497,-0.270790503162288,156,0.7869101188823621,0.953610095385023,0.588740828143212,Semantic (Words v. Non Words)
